empieza;tipo;tema
El jefe del departamento de construcción de la constructora FERIESPACIOS desea desarrollar un programa para sus empleados que calcule el sueldo total para cada uno según el número de horas trabajadas. Para ello se tienen en cuenta los siguientes criterios: A) Si las horas exceden las 50 horas trabajadas el excendente se paga al triple del valor de la hora y se les descontará un impuesto del 12% del total del sueldo ganado. Realizar un programa que, pidiendo el nombre del trabajador y el número de horas trabajadas muestre en pantalla el nombre del trabajador y el cálculo del sueldo total ganado. Parta del hecho que la hora trabajada tienen un valor de $8.500 pesos.;recibir por teclado el nombre del trabajador;pseudocodigo
El jefe del departamento de construcción de la constructora FERIESPACIOS desea desarrollar un programa para sus empleados que calcule el sueldo total para cada uno según el número de horas trabajadas. Para ello se tienen en cuenta los siguientes criterios: A) Si las horas exceden las 50 horas trabajadas el excendente se paga al triple del valor de la hora y se les descontará un impuesto del 12% del total del sueldo ganado. Realizar un programa que, pidiendo el nombre del trabajador y el número de horas trabajadas muestre en pantalla el nombre del trabajador y el cálculo del sueldo total ganado. Parta del hecho que la hora trabajada tienen un valor de $8.500 pesos.;recibir por teclado el número de horas trabajadas;pseudocodigo
El jefe del departamento de construcción de la constructora FERIESPACIOS desea desarrollar un programa para sus empleados que calcule el sueldo total para cada uno según el número de horas trabajadas. Para ello se tienen en cuenta los siguientes criterios: A) Si las horas exceden las 50 horas trabajadas el excendente se paga al triple del valor de la hora y se les descontará un impuesto del 12% del total del sueldo ganado. Realizar un programa que, pidiendo el nombre del trabajador y el número de horas trabajadas muestre en pantalla el nombre del trabajador y el cálculo del sueldo total ganado. Parta del hecho que la hora trabajada tienen un valor de $8.500 pesos.;llamar la función que mediante ifs anidados calcula el sueldo del trabajador;pseudocodigo
El jefe del departamento de construcción de la constructora FERIESPACIOS desea desarrollar un programa para sus empleados que calcule el sueldo total para cada uno según el número de horas trabajadas. Para ello se tienen en cuenta los siguientes criterios: A) Si las horas exceden las 50 horas trabajadas el excendente se paga al triple del valor de la hora y se les descontará un impuesto del 12% del total del sueldo ganado. Realizar un programa que, pidiendo el nombre del trabajador y el número de horas trabajadas muestre en pantalla el nombre del trabajador y el cálculo del sueldo total ganado. Parta del hecho que la hora trabajada tienen un valor de $8.500 pesos.;mostrar en pantalla el nombre y valor del sueldo del trabajador;pseudocodigo
-;-;-
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;se tienen 4 nota;condicion-info
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;cada nota esta en un valor entre 0 y 5;condicion-info
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;eliminar la menor de las 4 notas;condicion-info
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;la mayor nota tiene un 50% de valor sobre la nota final;condicion-info
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;las dos notas restantes tienen un valor de 25% cada una;condicion-info
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;calcular la nota definitiva;condicion-info
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;desarrollar un programa que reciba las 4 notas de un estudiante y calcule su nota definitiva según los criterios establecidos;hacer
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;vector de tamaño 4 para almacenar las 4 notas;entrada
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;número con la nota definitiva;salida
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;recibir por teclado las 4 notas y guardarlas en un vector;pseudocodigo
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;llamar la función para eliminar la nota menor;pseudocodigo
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;con otra función, buscar la nota mayor y asignar los porcentajes;pseudocodigo
En un curso de programación II se hacen cuatro pruebas de las cuales el profesor obtiene 4 notas, cada una de las cuales está entre 0 y 5. En vista de las muy buenas notas que obtuvieron los etudiantes del grupo 35, el profesor decide que la nota final no será el promedio aritmético de las cuatro notas, ino que hará lo siguiente con las notas de cada uno de los estudiantes. A) Eliminará la menor de las 4 notas. B) La mayor notatendrá un porcentaje del 50%. C) Cada una de las dos notas restantes tendrá un porcentaje del 25%. De esta forma, la nota final de une studiante que obtuvo las notas 3.0, 2.0, 4.5 y 3,2, será 3.8. HAga un programa que lea las 4 notas de une studiante y calcule y escriba su nota definitiva.;mostrar en pantalla la nota definitiva;pseudocodigo
-;-;-
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;fórmula del área;condicion-info
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;ancho del lote;condicion-info
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;largo del lote;condicion-info
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;precio por metro cuadrado;condicion-info
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;si el área del lote es menor a 400 metros cuadradados, el descuento será de 25%;condicion-info
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;si el área tiene entre 400 y 700 metros cuadrados, el descuento será del 17%;condicion-info
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;si el área está entre 700 y 900 metros cuadrados, el descuento será del 10%;condicion-info
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;calcular el precio de los lotes, según su tamaño.;hacer
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;ancho del lote;entrada
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;largo del lote;entrada
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;precio del metro cuadrado;entrada
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;precio total del lote;salida
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;recibir por teclado el ancho y largo del lote;pseudocodigo
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;recibir por teclado el precio por metro cuadrado;pseudocodigo
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;llamar a la función que calcula el área y el precio sin descuento;pseudocodigo
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;llamar a la función que aplica el descuento mediante ifs;pseudocodigo
Una compañía inmobiliaria requiere calcular fácilmente el precio de unos lotes que ha ofrecido para la venta. Para ello la inmobiliaria ofrece lotes desde 70 metros cuadrados hasta lotes de 900 metros cuadrados. El plan de descuentos es el siguiente: Si el lote es menor a 400 metros cuadrados el descuento será del 25%, si tiene entre 400 y 700 metros cuadrados el descuento será del 17% y para los lotes con área entre 700 y 900 metros el descuento es del 10%. Para efectos del cálculo del área, se conoce el largo y el ancho de cada lote y el precio por metro cuadrado.;mostrar en pantalla el precio con descuento del lote;pseudocodigo
-;-;-
Cree un programa que permita calcular el número de la secuencia Finobacci correspondiente a un número que indique su posición, por ejemplo: si se ingresa el número 6, el resultado deber ser 8.;serie de finobacci;condicion-info
Cree un programa que permita calcular el número de la secuencia Finobacci correspondiente a un número que indique su posición, por ejemplo: si se ingresa el número 6, el resultado deber ser 8.;número entero para indicar la posición;condicion-info
Cree un programa que permita calcular el número de la secuencia Finobacci correspondiente a un número que indique su posición, por ejemplo: si se ingresa el número 6, el resultado deber ser 8.;calcular el número de la serie de fibonacci que está en la posición indicada ;hacer
Cree un programa que permita calcular el número de la secuencia Finobacci correspondiente a un número que indique su posición, por ejemplo: si se ingresa el número 6, el resultado deber ser 8.;número entero ;entrada
Cree un programa que permita calcular el número de la secuencia Finobacci correspondiente a un número que indique su posición, por ejemplo: si se ingresa el número 6, el resultado deber ser 8.;número entero proveniente de la serie de fibonacci;salida
Cree un programa que permita calcular el número de la secuencia Finobacci correspondiente a un número que indique su posición, por ejemplo: si se ingresa el número 6, el resultado deber ser 8.;recibir por teclado la posición;pseudocodigo
Cree un programa que permita calcular el número de la secuencia Finobacci correspondiente a un número que indique su posición, por ejemplo: si se ingresa el número 6, el resultado deber ser 8.;mediante un for calcular el número de la serie de fibonacci correspondiente a la posición ingreada;pseudocodigo
Cree un programa que permita calcular el número de la secuencia Finobacci correspondiente a un número que indique su posición, por ejemplo: si se ingresa el número 6, el resultado deber ser 8.;mostar en pantalla el número correspondiente;pseudocodigo
-;-;-
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;fórmula para cambiar de Celsius a Farenheit;condicion-info
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;fórmula para cambiar de Celsius a Kelvin;condicion-info
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;valor de temperatura en celsius;condicion-info
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;nombre escala de temperatura a convertir;condicion-info
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;desarrollar un programa que reciba el valor de la temperatura en Celsius y el nombre de la escala a convertir;hacer
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;número con la temperatura en Celsius;entrada
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;número con la nueva temperatura;salida
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;recibir por teclado el valor de la temperatura en Celsius;pseudocodigo
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;generar un menú para que el usuario elija a que escala convertir el dato;pseudocodigo
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;según la opción escogida, llamar la función correspondiente;pseudocodigo
Se necesita escribir un algoritmo para convertir un valor de temperatura de la escala Celsius a otras escalas de temperatura (Farenheit y Kelvin). El algoritmo debe solicitar al usuario un valor de temperatura, y la escala a la cual se quiere convertir dicho valor y debe reportar como resultado el valor de temperatura en la nueva escala.;mostrar en pantalla el valor de la temperatura en la nueva escala;pseudocodigo
-;-;-
Crear un programa que reciba una serie de números y calcule la sumatoria de estos;serie de números;condicion-info
Crear un programa que reciba una serie de números y calcule la sumatoria de estos;calcular la sumatoria de estos;condicion-info
Crear un programa que reciba una serie de números y calcule la sumatoria de estos;recibir una serie de números y calcular su sumatoria;hacer
Crear un programa que reciba una serie de números y calcule la sumatoria de estos;serie de números;entrada
Crear un programa que reciba una serie de números y calcule la sumatoria de estos;número con la sumatoria de la serie;salida
Crear un programa que reciba una serie de números y calcule la sumatoria de estos;recibir por teclado y guardando en un array una serie de números;pseudocodigo
Crear un programa que reciba una serie de números y calcule la sumatoria de estos;llamar la función que mediante un for sume los elementos del array;pseudocodigo
Crear un programa que reciba una serie de números y calcule la sumatoria de estos;mostrar en pantalla la sumatoria;pseudocodigo
-;-;-
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);recibir dos números que representan los límites del intervalo;condicion-info
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);no incluir los límites del intervalo;condicion-info
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);contar los números pares;condicion-info
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);recibir dos números como límites de un intervalo y contar los números pares que hay en el intervalo;hacer
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);número entero para el límite inferior del intervalo;entrada
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);número entero para límite superior del intervalo;entrada
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);número entero con la contabilización de los números pares del intervalo;salida
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);recibir por teclado los límites del intervalo;pseudocodigo
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);llamar a la función que cuenta los números pares en el intervalo mediante un for;pseudocodigo
Escribir una función que calcule cuantos números pares hay comprendidos entre dos números límites (sin incluirlos);mostrar en pantalla el resultado del conteo;pseudocodigo
-;-;-
Crear un número que calcule si un número es primo o no;número entero;condicion-info
Crear un número que calcule si un número es primo o no;verificar si es primo o no;condicion-info
Crear un número que calcule si un número es primo o no;recibir un número entero y verificar si es primo o no;hacer
Crear un número que calcule si un número es primo o no;número entero;entrada
Crear un número que calcule si un número es primo o no;booleano (true or false);salida
Crear un número que calcule si un número es primo o no;recibir por teclado un número entero;pseudocodigo
Crear un número que calcule si un número es primo o no;llamar la función para calcular si el número es primo o no;pseudocodigo
Crear un número que calcule si un número es primo o no;mostrar en pantalla el  resultado booleano;pseudocodigo
-;-;-
Crear un programa que simule el comportamiento de un reloj digital, escribiendo en formato de horas,  minutos y segundos, iniciando desde las 00:00:00 horas hasta las 23:59:59 horas;simular el comportamiento de un relor digital;condicion-info
Crear un programa que simule el comportamiento de un reloj digital, escribiendo en formato de horas,  minutos y segundos, iniciando desde las 00:00:00 horas hasta las 23:59:59 horas;iniciar en 00:00:00;condicion-info
